Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2362595,2022-07-17T00:00:00Z,Washington,Mount Vernon,2301 Freeway Dr,0,5,0,0,3
2362141,2022-07-17T00:00:00Z,New York,Brooklyn,265 Livonia Avenue,0,4,0,0,1
2362011,2022-07-17T00:00:00Z,Indiana,Greenwood,1251 US Hwy 31 N,3,2,1,0,0
2362215,2022-07-17T00:00:00Z,Indiana,Beech Grove,1100 S 9th Avenue,1,3,0,0,0
2361609,2022-07-17T00:00:00Z,Michigan,Grand Rapids,77 Cesar E Chavez Avenue Southwest,0,4,0,0,0
2361654,2022-07-17T00:00:00Z,Georgia,Milledgeville,Leo Ct and Nobles Ct,0,5,0,0,0
2362282,2022-07-17T00:00:00Z,New Jersey,Newark,751 Broadway,0,4,0,0,0
2362562,2022-07-17T00:00:00Z,Washington,Vancouver,E 11th Street and E McLoughlin Blvd,2,2,0,0,0
2361532,2022-07-16T00:00:00Z,District of Columbia,Washington,200 Adams Street Northeast,1,3,0,0,0
2360953,2022-07-16T00:00:00Z,Ohio,Columbus,3475 Sullivant Avenue,2,2,0,0,0
2361097,2022-07-16T00:00:00Z,South Carolina,North Charleston,8440 Dorchester Road,0,4,0,0,0
2361614,2022-07-16T00:00:00Z,Texas,Houston,2331 Bammelwood Dr,4,0,0,0,1
2362355,2022-07-16T00:00:00Z,Louisiana,Monroe,2200 Adams Street,0,5,0,0,0
2361490,2022-07-16T00:00:00Z,Pennsylvania,Philadelphia,1300 E Luzerne Street,0,4,0,0,0
2359843,2022-07-14T00:00:00Z,Illinois,Chicago,4400 W Maypole Street,0,4,0,0,0
2359229,2022-07-14T00:00:00Z,Pennsylvania,Philadelphia,1901 Spring Garden Street,0,4,0,0,0
2358938,2022-07-13T00:00:00Z,Pennsylvania,Philadelphia,Wyalusing Avenue and N Creighton Street,0,4,0,0,0
2358861,2022-07-13T00:00:00Z,Indiana,Indianapolis,3629 Merrick Way,1,3,0,0,0
2358856,2022-07-13T00:00:00Z,Minnesota,Minneapolis,1818 Lowry Avenue N,0,4,0,0,0
2358329,2022-07-12T00:00:00Z,Massachusetts,Boston,39 Warren Street,0,4,0,0,0
2358053,2022-07-11T00:00:00Z,Mississippi,Jackson,Fairway Street and Suncrest Dr,0,4,0,0,1
2356705,2022-07-10T00:00:00Z,Illinois,Crest Hill,1828 Knapp Dr,1,4,0,0,0
2356327,2022-07-10T00:00:00Z,Missouri,Kansas City,4128 Broadway Blvd,1,5,0,0,1
2355580,2022-07-10T00:00:00Z,California,Downey,8100 Leeds Street,3,2,0,0,0
2355398,2022-07-10T00:00:00Z,New York,Brooklyn,The Boardwalk and W 21st Street,0,5,0,0,0
2356813,2022-07-10T00:00:00Z,Texas,Alvin,1500 County Road 149,1,3,0,0,0
2355438,2022-07-10T00:00:00Z,Illinois,Chicago,448 N Streetate Street,0,4,0,0,0
2355962,2022-07-09T00:00:00Z,Alabama,Jacksons Gap,Manoy Dr,0,4,0,0,1
2354111,2022-07-08T00:00:00Z,North Carolina,Greensboro,1200 Fairview Street,0,4,0,0,0
2354825,2022-07-08T00:00:00Z,Michigan,Detroit,3400 2nd Avenue,0,4,0,0,0
2353847,2022-07-07T00:00:00Z,Illinois,Chicago,2800 W Polk Street,0,4,0,0,0
2352349,2022-07-06T00:00:00Z,Minnesota,Saint Cloud,6th Avenue S and 11th Street S,0,4,0,0,3
2352780,2022-07-06T00:00:00Z,Florida,Tampa,Courtland Street N and Chelsea Street E,0,4,0,0,1
2352444,2022-07-06T00:00:00Z,Illinois,Chicago,1820 W Maypole Avenue,0,4,0,0,0
2352342,2022-07-05T00:00:00Z,Ohio,Steubenville,601 South Street,0,4,0,0,1
2349853,2022-07-05T00:00:00Z,Indiana,Gary,1900 Missouri Street,3,7,0,0,0
2349723,2022-07-05T00:00:00Z,New York,Rochester,485 N Clinton Avenue,1,3,0,0,2
2348163,2022-07-04T00:00:00Z,Massachusetts,Boston,Dorchester Avenue and Bailey Street,0,4,0,0,0
2349746,2022-07-04T00:00:00Z,Wisconsin,Kenosha,6321 25th Avenue,1,4,0,0,3
2350033,2022-07-04T00:00:00Z,Minnesota,Minneapolis,724 Sibley Street Northeast,0,7,0,0,0
2348384,2022-07-04T00:00:00Z,Illinois,Highland Park,Central Avenue and 2nd Street,7,30,0,0,1
2348230,2022-07-04T00:00:00Z,California,Sacramento,1525 L Street,1,4,0,0,1
2348750,2022-07-04T00:00:00Z,Missouri,Kansas City,E 13th Street and Grand Blvd,0,4,0,0,0
2349758,2022-07-04T00:00:00Z,New York,Corona,171st Street and 137th Avenue,0,4,0,0,0
2348204,2022-07-04T00:00:00Z,Illinois,Chicago,6500 S Martin Luther King Dr,0,5,0,0,0
2348167,2022-07-04T00:00:00Z,Virginia,Richmond,10 W Broad Street,0,6,0,0,0
2349545,2022-07-04T00:00:00Z,Colorado,Denver,2100 W Pacific Pl,1,3,0,0,0
2348191,2022-07-03T00:00:00Z,Virginia,Manassas,8129 Sudley Road,0,4,0,0,0
2347373,2022-07-03T00:00:00Z,South Carolina,Mullins,Leroy Bethea Street and Jennings Road,0,4,0,0,0
2348303,2022-07-03T00:00:00Z,Arizona,Surprise,W Carlin Dr,2,4,1,0,0
2348263,2022-07-03T00:00:00Z,Washington,Tacoma,3300 S Asotin Street,0,4,0,0,1
2347060,2022-07-02T00:00:00Z,Texas,Haltom City,5700 Diamond Oaks Dr N,2,4,1,0,0
2347297,2022-07-02T00:00:00Z,North Carolina,Clinton,506 Streetetson Street,0,6,0,0,2
2347228,2022-07-02T00:00:00Z,New York,Corona,129-09 89th Avenue,1,3,0,0,1
2345410,2022-07-01T00:00:00Z,Illinois,Chicago,408 S Wells Street,2,3,0,0,0
2346422,2022-07-01T00:00:00Z,Illinois,Chicago,3800 W Monroe Street,0,4,0,0,0
2346406,2022-07-01T00:00:00Z,Mississippi,Greenwood,Johnson Street and Main Street,1,7,0,0,0
2345144,2022-06-30T00:00:00Z,Kentucky,Allen,49 N Railroad Street,3,5,0,0,1
2344954,2022-06-30T00:00:00Z,New Jersey,Newark,291 Clinton Pl,0,9,0,0,1
2344008,2022-06-29T00:00:00Z,New Jersey,Jersey City,166 Bayview Avenue,0,4,0,0,0
2344201,2022-06-29T00:00:00Z,Pennsylvania,Philadelphia,1100 E Price Street,0,4,0,0,0
2341725,2022-06-27T00:00:00Z,North Carolina,Charlotte,2000 Holly Street,0,5,0,0,0
2340458,2022-06-26T00:00:00Z,Georgia,Blakely,N Church Street and Washington Avenue,1,6,0,0,3
2340720,2022-06-26T00:00:00Z,Virginia,Sutherlin,1220 Kerns Church Road,1,7,0,0,0
2340685,2022-06-26T00:00:00Z,New Jersey,Paterson,Madison Street and Essex Street,0,5,0,0,0
2340473,2022-06-26T00:00:00Z,Texas,San Antonio,3805 Blanco Road,1,3,0,0,0
2340696,2022-06-26T00:00:00Z,Texas,Winona,18005 FM 2767,0,5,0,0,0
2340409,2022-06-26T00:00:00Z,Washington,Tacoma,5415 S Tacoma Way,0,8,0,0,0
2340297,2022-06-25T00:00:00Z,New York,Brooklyn,690 Quincy Street,0,4,0,0,0
2339761,2022-06-25T00:00:00Z,Texas,Houston,4207 Madden Street,2,2,0,0,0
2340347,2022-06-25T00:00:00Z,Minnesota,Minneapolis,Southeast Main Street and 6th Avenue Southeast,0,4,0,0,0
2339866,2022-06-24T00:00:00Z,Virginia,Hopewell,Elm Street and Arlington Road,2,2,0,0,0
2338874,2022-06-24T00:00:00Z,Pennsylvania,Philadelphia,S Bucknell Street and Oakford Street,2,2,0,0,0
2338902,2022-06-23T00:00:00Z,Illinois,Chicago,7900 S Lafayette Avenue,1,3,0,0,0
2335052,2022-06-20T00:00:00Z,New York,New York,5th Avenue and W 139th Street,1,8,0,0,0
2335872,2022-06-20T00:00:00Z,New York,Staten Island,Taft Avenue and Westervelt Avenue,0,5,0,0,0
2334920,2022-06-19T00:00:00Z,District of Columbia,Washington,14th Street Northwest and U Street Northwest,1,3,0,0,1
2334512,2022-06-19T00:00:00Z,Florida,Miami,US-1 and Southwest 22nd Avenue,0,5,0,0,0
2334936,2022-06-19T00:00:00Z,Michigan,Detroit,18501 Healy Street,1,3,0,0,0
2334374,2022-06-19T00:00:00Z,Michigan,Grand Rapids,Griggs Street Southeast and Division Street,0,4,0,0,0
2335096,2022-06-19T00:00:00Z,Washington,Everett,Colby Avenue and 44th Street Southeast,2,2,0,0,1
2334620,2022-06-19T00:00:00Z,South Carolina,Walterboro,1109 Rivers Street,2,2,0,0,1
2334359,2022-06-18T00:00:00Z,Texas,San Antonio,2500 Patron Dr,2,5,0,0,1
2333675,2022-06-18T00:00:00Z,Florida,Pensacola,15 E Intendencia Street,0,5,0,0,3
2334096,2022-06-17T00:00:00Z,Maryland,Baltimore,1800 W Lafayette Avenue,0,4,0,0,0
2333667,2022-06-17T00:00:00Z,Illinois,Chicago,3000 S Rhodes Avenue,0,5,0,0,0
2333154,2022-06-16T00:00:00Z,California,Oakland,316 14th Street,1,4,0,0,0
2328342,2022-06-12T00:00:00Z,Colorado,Denver,4600 Colorado Avenue,2,4,0,0,0
2328374,2022-06-12T00:00:00Z,California,Los Angeles,3300 E 14th Street,3,4,0,0,0
2328532,2022-06-12T00:00:00Z,Michigan,Roseville,27000 Kelly Street,0,4,0,0,0
2328265,2022-06-12T00:00:00Z,Indiana,Gary,1700 Grant Street,2,4,0,0,0
2328215,2022-06-12T00:00:00Z,Indiana,Indianapolis,9200 Sussex Ter,0,4,0,1,0
2328117,2022-06-12T00:00:00Z,Louisiana,New Orleans,3940 Tulane Avenue,0,4,0,0,0
2360288,2022-06-11T00:00:00Z,New Mexico,Alamogordo,Charlotte Ln,0,4,0,0,2
2327645,2022-06-11T00:00:00Z,Illinois,Chicago,8600 S Damen Avenue,1,4,0,0,0
2327598,2022-06-11T00:00:00Z,Michigan,Detroit,13500 Cloverlawn Avenue,0,4,0,0,0
2328482,2022-06-11T00:00:00Z,Georgia,Atlanta,6500 Woodford Road,0,7,0,0,0
2328108,2022-06-11T00:00:00Z,Tennessee,Antioch,660 Bell Road,2,2,0,0,6
2327991,2022-06-11T00:00:00Z,Kentucky,Louisville,1101 River Road,0,6,0,0,2
2327247,2022-06-10T00:00:00Z,Georgia,Decatur,2801 Candler Road,1,3,0,0,0
2325498,2022-06-09T00:00:00Z,Maryland,Smithsburg,12912 Bikle Road,3,2,0,1,1
2325328,2022-06-08T00:00:00Z,Arizona,Yuma,1500 S 4th Avenue,0,4,0,0,0
2324475,2022-06-07T00:00:00Z,Illinois,Chicago,1223 S Lawndale Avenue,0,4,0,0,0
2324435,2022-06-07T00:00:00Z,Maryland,Baltimore,5500 Plainfield Avenue,2,2,0,0,0
2324496,2022-06-07T00:00:00Z,Illinois,Chicago,13000 S Champlain Avenue,0,4,0,0,0
2323642,2022-06-07T00:00:00Z,Virginia,Portsmouth,1628 Maple Avenue,4,0,0,0,1
2321772,2022-06-05T00:00:00Z,Michigan,Saginaw,300 S 11th Street,3,1,0,1,1
2321440,2022-06-05T00:00:00Z,Arizona,Mesa,1457 W Southern Avenue,2,2,0,0,3
2321532,2022-06-05T00:00:00Z,Tennessee,Chattanooga,2125 McCallie Avenue,2,11,0,1,3
2321693,2022-06-05T00:00:00Z,Michigan,Grand Rapids,Pearl Street Northwest and Ottawa Avenue Northwest,1,3,0,0,1
2322804,2022-06-05T00:00:00Z,South Carolina,Andrews,3000 County Line Road,0,5,0,0,0
2321193,2022-06-04T00:00:00Z,Michigan,Ecorse,3800 W Jefferson Avenue,0,4,0,0,0
2320673,2022-06-04T00:00:00Z,Texas,El Paso,10851 Thunder Road,0,5,0,0,0
2321266,2022-06-04T00:00:00Z,Pennsylvania,Philadelphia,200 South Street,2,10,1,1,4
2321500,2022-06-04T00:00:00Z,Georgia,Macon,300 Jones Avenue,2,2,0,0,0
2320618,2022-06-04T00:00:00Z,Arizona,Phoenix,N 10th Avenue and W Hatcher Road,1,8,0,0,0
2321593,2022-06-04T00:00:00Z,South Carolina,Summerton,4193 Street Paul Road,1,7,0,0,6
2321698,2022-06-04T00:00:00Z,New York,Hempstead,77 Terrace Avenue,1,3,0,0,0
2320361,2022-06-03T00:00:00Z,Virginia,Chester,10960 Streetepney Road,1,5,0,0,0
2320862,2022-06-03T00:00:00Z,Nebraska,Omaha,2931 T Street,1,3,0,0,0
2319567,2022-06-02T00:00:00Z,Texas,Centerville,1696 TX-7 W,5,0,1,0,0
2318310,2022-06-01T00:00:00Z,Oklahoma,Tulsa,6161 S Yale Avenue,4,0,1,0,0
2318046,2022-05-31T00:00:00Z,Texas,Waco,1900 Preston Street,0,4,0,0,2
2316616,2022-05-30T00:00:00Z,Michigan,Benton Harbor,999 Pipestone Street,1,6,0,0,1
2315903,2022-05-30T00:00:00Z,Pennsylvania,Philadelphia,N Delaware Avenue and E Tioga Street,2,2,0,0,0
2317016,2022-05-30T00:00:00Z,South Carolina,Charleston,America Street and South Street,0,9,0,0,1
2315150,2022-05-29T00:00:00Z,Oklahoma,Taft,104 Elm Street,1,7,0,0,3
2316364,2022-05-29T00:00:00Z,Texas,Houston,11654 Walnut Dale Ct,0,4,0,0,0
2315892,2022-05-29T00:00:00Z,Illinois,Chicago,4400 W Walton Street,1,3,0,1,0
2315605,2022-05-29T00:00:00Z,Arizona,Phoenix,N 58th Street and W Windsor Avenue,1,5,0,0,1
2315074,2022-05-29T00:00:00Z,Illinois,Chicago,800 S Karlov Avenue,0,5,0,0,0
2315361,2022-05-29T00:00:00Z,Nevada,Henderson,I-11 and Horizon Dr,0,7,0,1,3
2314991,2022-05-28T00:00:00Z,Tennessee,Chattanooga,100 Cherry Street,0,6,0,0,2
2315338,2022-05-28T00:00:00Z,California,Fresno,2233 N 1st Street,1,3,0,0,0
2315417,2022-05-28T00:00:00Z,Florida,Malabar,2500 Billie Ln,0,4,0,0,0
2315190,2022-05-28T00:00:00Z,Colorado,Colorado Springs,3800 E Pikes Pike Avenue,1,3,0,0,0
2315333,2022-05-28T00:00:00Z,California,Merced,2600 Cowden Avenue,1,3,0,0,0
2314951,2022-05-28T00:00:00Z,Tennessee,Memphis,Chelsea Avenue and Peres Avenue,0,4,0,0,0
2313970,2022-05-27T00:00:00Z,Michigan,Stanwood,10711 185th Avenue,4,0,0,1,1
2313988,2022-05-27T00:00:00Z,Alabama,Anniston,1204 Front Street,0,6,0,0,0
2312678,2022-05-25T00:00:00Z,Pennsylvania,Philadelphia,3500 Fairmount Avenue,0,4,0,0,0
2310278,2022-05-24T00:00:00Z,Texas,Uvalde,715 Old Carrizo Road,21,17,1,0,0
2309711,2022-05-23T00:00:00Z,South Carolina,North Charleston,7550 Dorchester Road,0,5,0,0,0
2311123,2022-05-23T00:00:00Z,Ohio,Cleveland,1032 Hartley Road,0,5,0,0,0
2308096,2022-05-21T00:00:00Z,Indiana,Goshen,1204 Rosemare Ct,1,3,1,0,0
2308395,2022-05-21T00:00:00Z,Washington,Tacoma,S Yakima Avenue and S 56th Street,0,4,0,0,1
2308017,2022-05-20T00:00:00Z,California,Highland,3606 Highland Avenue,1,8,0,0,2
2307631,2022-05-20T00:00:00Z,Florida,Kissimmee,2331 Old Dixie Hwy,1,3,0,0,0
2307813,2022-05-20T00:00:00Z,Louisiana,New Orleans,Saint Claude Avenue and Forstall Street,1,3,0,0,0
2307044,2022-05-19T00:00:00Z,Illinois,Chicago,800 N Streetate Street,2,7,0,0,3
2306277,2022-05-18T00:00:00Z,Pennsylvania,Philadelphia,1500 Bouvier Street,0,5,0,0,1
2305208,2022-05-17T00:00:00Z,California,Palo Alto,2500 Fordham Street,1,3,0,0,4
2302847,2022-05-15T00:00:00Z,California,Laguna Woods,24301 El Toro Road,1,5,0,0,1
2303130,2022-05-15T00:00:00Z,North Carolina,Winston Salem,2000 25th Street,0,7,0,0,0
2304029,2022-05-15T00:00:00Z,North Carolina,Elizabeth City,901 S Martin Luther King Jr Dr,0,4,0,0,0
2302740,2022-05-15T00:00:00Z,Texas,Houston,8729 Airline Dr,2,3,0,0,0
2303337,2022-05-15T00:00:00Z,Texas,Amarillo,1003 N Fillmore Street,1,4,0,0,0
2301751,2022-05-14T00:00:00Z,New York,Buffalo,1275 Jefferson Avenue,10,3,0,0,1
2301494,2022-05-13T00:00:00Z,Wisconsin,Milwaukee,Water Street and Juneau Avenue,0,11,0,5,11
2300713,2022-05-12T00:00:00Z,Arkansas,Hot Springs National Park,134 Convention Blvd,1,3,0,1,1
2299660,2022-05-11T00:00:00Z,Illinois,Chicago,6800 S Ashland Avenue,0,4,0,0,0
2299126,2022-05-11T00:00:00Z,Indiana,Indianapolis,701 Canal Walk,0,5,0,0,2
2299793,2022-05-11T00:00:00Z,Missouri,Saint Louis,5000 N Kingshighway Blvd,1,3,0,0,0
2300830,2022-05-11T00:00:00Z,New Jersey,Paterson,36 Essex Street,1,4,0,0,0
2299176,2022-05-10T00:00:00Z,Texas,Brookshire,Purdy and 4th Street,1,3,0,0,0
2298872,2022-05-10T00:00:00Z,Maryland,Baltimore,2800 Boarman Avenue,0,5,0,0,1
2298836,2022-05-10T00:00:00Z,Illinois,Chicago,4800 S Ada Street,1,4,0,0,1
2299407,2022-05-10T00:00:00Z,Illinois,Chicago,6400 S Richards Dr,0,6,0,0,0
2298519,2022-05-10T00:00:00Z,Pennsylvania,Philadelphia,Allegheny Avenue and G Street,0,4,0,0,0
2298591,2022-05-10T00:00:00Z,Maryland,Baltimore,700 N Rose Street,1,3,0,0,0
2297823,2022-05-09T00:00:00Z,Michigan,Detroit,12600 McCoy Cir,0,4,0,0,2
2298092,2022-05-09T00:00:00Z,Alabama,Tuscaloosa,4420 21st Street,0,5,0,0,1
2297261,2022-05-08T00:00:00Z,Georgia,Clarkston,6500 Old Hampton Dr,3,3,0,0,2
2296224,2022-05-07T00:00:00Z,Florida,Miami,Northwest 37th Street and Northwest 32nd Avenue,0,4,0,0,0
2296191,2022-05-07T00:00:00Z,Kentucky,Lexington,1560 LaSalle Road,2,3,0,0,0
2296808,2022-05-07T00:00:00Z,Texas,Garland,800 Magnolia Dr,2,2,0,0,1
2296037,2022-05-06T00:00:00Z,Louisiana,New Orleans,4800 Alcee Fortier Blvd,2,4,0,0,1
2296064,2022-05-05T00:00:00Z,Washington,Sunnyside,613 S 6th Street,0,5,0,0,1
2293603,2022-05-03T00:00:00Z,Louisiana,Baton Rouge,2100 North 39th Street,0,5,0,0,0
2294477,2022-05-03T00:00:00Z,Texas,Beaumont,3580 S Martin Luther King Jr Pkwy,0,5,0,0,0
2292613,2022-05-01T00:00:00Z,South Carolina,North Charleston,US-52 and Ashley Phosphate Road,1,3,0,0,1
2291712,2022-05-01T00:00:00Z,Louisiana,Lafayette,500 Jefferson Street,0,11,0,1,0
2291578,2022-05-01T00:00:00Z,Ohio,Springfield,Clifton Avenue and Rice Street,1,4,0,0,0
2292452,2022-05-01T00:00:00Z,Florida,Tarpon Springs,Safford Avenue and Boyer Street,0,6,0,0,0
2291618,2022-04-30T00:00:00Z,Georgia,Atlanta,445 Cleveland Avenue Southeast,0,4,1,0,0
2291470,2022-04-30T00:00:00Z,Mississippi,Jackson,1207 Mississippi Streetreet,0,5,1,0,2
2291185,2022-04-29T00:00:00Z,Tennessee,Jackson,310 North Pkwy,2,2,0,0,1
2290903,2022-04-29T00:00:00Z,Louisiana,New Orleans,3201 Magazine Street,0,6,0,0,1
2291534,2022-04-29T00:00:00Z,Mississippi,Laurel,Ferrell Street and Poplar Dr,0,4,0,0,1
2290026,2022-04-28T00:00:00Z,Alabama,Bessemer,1800 Berkley Avenue,1,3,0,0,0
2288928,2022-04-27T00:00:00Z,Illinois,Chicago,4400 W Jackson Blvd,0,4,0,0,0
2288842,2022-04-27T00:00:00Z,Mississippi,Biloxi,2688 Beach Blvd,4,0,0,0,0
2289610,2022-04-27T00:00:00Z,Texas,San Antonio,3399 Wurzbach Road,0,5,0,0,0
2289308,2022-04-27T00:00:00Z,Louisiana,Opelousas,700 Mia Street,2,3,0,0,3
2289382,2022-04-27T00:00:00Z,Arizona,Phoenix,6719 W Thomas Road,0,4,0,0,1
2287581,2022-04-25T00:00:00Z,Alabama,Birmingham,821 3rd Avenue W,1,3,0,0,0
2286363,2022-04-24T00:00:00Z,South Carolina,Myrtle Beach,12th Avenue N and Withers Alley,1,3,0,0,1
2286061,2022-04-24T00:00:00Z,Indiana,Lafayette,2905 Westchester Ln W,2,3,0,1,1
2285772,2022-04-23T00:00:00Z,Illinois,Chicago,2000 W 51st Street,2,2,0,0,0
2285612,2022-04-23T00:00:00Z,North Carolina,Rocky Mount,1171 Jefferies Road,0,4,0,0,1
2285860,2022-04-23T00:00:00Z,Georgia,Atlanta,135 Andrew Young International Blvd Northwest,0,5,0,0,0
2286089,2022-04-23T00:00:00Z,California,San Bernardino,1036 W Highland Avenue,1,4,0,0,0
2285158,2022-04-22T00:00:00Z,Virginia,Petersburg,200 Holly Hill Dr,1,5,0,0,0
2284819,2022-04-22T00:00:00Z,District of Columbia,Washington,2900 Van Ness Street Northwest,0,4,1,0,0
2285242,2022-04-22T00:00:00Z,Ohio,Cincinnati,Kemper Ln and E McMillan Street,0,4,0,0,0
2285267,2022-04-21T00:00:00Z,Arkansas,Mountain View,646 Northcutt Road,4,0,0,0,1
2283535,2022-04-20T00:00:00Z,Minnesota,Duluth,715 E 12th Street,4,0,1,0,0
2281171,2022-04-17T00:00:00Z,Pennsylvania,Philadelphia,2800 Orkney Street,0,4,0,0,0
2280711,2022-04-17T00:00:00Z,Pennsylvania,Pittsburgh,900 Madison Avenue,2,8,0,0,0
2281541,2022-04-17T00:00:00Z,Oregon,Portland,16150 Southeast Streetark Street,1,3,0,0,0
2280875,2022-04-17T00:00:00Z,South Carolina,Furman,72 Ashley Circle Road,0,9,0,0,0
2281164,2022-04-17T00:00:00Z,California,Sacramento,7200 Franklin Blvd,1,3,0,0,1
2281483,2022-04-17T00:00:00Z,Florida,Miami,15020 South River Dr,1,3,0,0,0
2282256,2022-04-17T00:00:00Z,Louisiana,Baldwin,Rosebud Road and Baptiste Street,0,5,0,0,0
2280204,2022-04-16T00:00:00Z,South Carolina,Columbia,100 Columbiana Cir,0,9,0,0,3
2280495,2022-04-16T00:00:00Z,Maryland,Baltimore,5300 Maple Avenue,1,3,0,0,0
2281244,2022-04-16T00:00:00Z,Nevada,North Las Vegas,4900 Support Street,0,4,0,0,0
2281410,2022-04-16T00:00:00Z,Texas,Daingerfield,FM 144 and Edwards Road,1,6,0,0,0
2280017,2022-04-16T00:00:00Z,New York,Syracuse,300 S Clinton Street,1,4,0,0,1
2280504,2022-04-15T00:00:00Z,California,Stockton,300 Coventry Dr,2,2,0,0,0
2276339,2022-04-12T00:00:00Z,New York,Brooklyn,36th Street and 4th Avenue,0,10,0,0,1
2277011,2022-04-12T00:00:00Z,New York,Bronx,2825 Olinville Avenue,1,3,0,0,0
2275242,2022-04-10T00:00:00Z,Louisiana,Baton Rouge,2700 Lorraine Street,0,4,0,0,0
2274790,2022-04-10T00:00:00Z,Iowa,Cedar Rapids,415 3rd Street Southeast,3,9,0,0,2
2274803,2022-04-10T00:00:00Z,Illinois,Elgin,958 Congdon Avenue,2,4,0,0,0
2275283,2022-04-10T00:00:00Z,California,Willowbrook,Blakley Avenue and E 122nd Pl,2,5,0,0,0
2274783,2022-04-10T00:00:00Z,Indiana,Indianapolis,4270 W 38th Street,1,5,0,0,0
2274296,2022-04-09T00:00:00Z,Florida,Miami,6816 Northwest 15th Avenue,0,4,0,0,0
2274855,2022-04-09T00:00:00Z,District of Columbia,Washington,O Street Southwest and Half Street Southwest,0,4,0,0,2
2272394,2022-04-06T00:00:00Z,Pennsylvania,Philadelphia,Griscom Street and Arrott Street,0,4,1,0,0
2270747,2022-04-04T00:00:00Z,Kentucky,Covington,Russell Street and W 16th Street,0,4,0,0,1
2270578,2022-04-04T00:00:00Z,Connecticut,Hartford,Bedford Street and Mather Street,1,3,0,0,0
2269429,2022-04-03T00:00:00Z,New York,Buffalo,400 Genesee Street,0,4,0,0,0
2269100,2022-04-03T00:00:00Z,Texas,Dallas,5050 Cleveland Road,1,16,0,0,2
2269745,2022-04-03T00:00:00Z,California,San Francisco,670 Brunswick Street,2,2,0,0,0
2269082,2022-04-03T00:00:00Z,California,Sacramento,J Street and 10th Street,3,11,3,1,2
2268723,2022-04-02T00:00:00Z,North Carolina,Shelby,1851 E Dixon Blvd,1,3,0,0,1
2268762,2022-04-02T00:00:00Z,Louisiana,Monroe,100 Streeterlington Road,1,4,0,1,0
2269059,2022-04-02T00:00:00Z,Colorado,Colorado Springs,2400 Barkman Dr,0,4,0,0,1
2269034,2022-04-02T00:00:00Z,Louisiana,Shreveport,2025 Marshall Street,1,3,0,0,0
2269259,2022-04-01T00:00:00Z,South Carolina,Walterboro,1900 Logan Farm Road,0,4,0,0,4
2264094,2022-03-26T00:00:00Z,California,Hollister,Rustic Street and Roble Street,2,3,0,0,1
2265029,2022-03-26T00:00:00Z,Ohio,Cleveland,1437 Street Clair Avenue Northeast,0,4,0,0,0
2263608,2022-03-25T00:00:00Z,Colorado,Colorado Springs,820 Citadel Dr E,2,2,0,0,0
2260129,2022-03-22T00:00:00Z,California,Stockton,1800 West Lane,1,3,0,0,1
2259262,2022-03-21T00:00:00Z,Connecticut,Waterbury,23 Scovill Street,0,4,0,0,1
2259413,2022-03-21T00:00:00Z,Illinois,Chicago,1650 E 79th Street,2,2,0,0,1
2258324,2022-03-20T00:00:00Z,Wisconsin,Milwaukee,2822 W Melvina Street,0,4,0,0,0
2258156,2022-03-20T00:00:00Z,Texas,Austin,E 6th Street and Neches Street,0,4,0,0,0
2258224,2022-03-20T00:00:00Z,Texas,Houston,2955 S Sam Houston Pkwy E,1,3,0,0,0
2257739,2022-03-19T00:00:00Z,Arkansas,Dumas,629 US-65,1,26,0,0,1
2257316,2022-03-19T00:00:00Z,Virginia,Norfolk,320 Granby Street,3,2,0,0,0
2258012,2022-03-19T00:00:00Z,North Carolina,Fayetteville,1707 Owen Dr,3,3,0,0,2
2257674,2022-03-19T00:00:00Z,Virginia,Madison Heights,351 Old Wright Shop Road,1,4,0,0,0
2258182,2022-03-19T00:00:00Z,Texas,Dallas,5214 Botham Jean Blvd,1,9,0,0,0
2256453,2022-03-18T00:00:00Z,Texas,Fort Worth,1600 Northwest Loraine Street,1,3,0,0,0
2257778,2022-03-18T00:00:00Z,Louisiana,New Iberia,200 C V Jackson Dr,0,5,0,0,1
2257132,2022-03-17T00:00:00Z,Michigan,Lansing,2200 E Michigan Avenue,0,4,0,0,0
2256398,2022-03-17T00:00:00Z,Illinois,Chicago,4100 W Monroe Street,0,4,0,0,0
2255816,2022-03-17T00:00:00Z,Florida,Fort Lauderdale,1300 W Broward Blvd,2,2,0,0,1
2255832,2022-03-16T00:00:00Z,New Jersey,Irvington,800 18th Avenue,1,3,0,0,0
2256080,2022-03-16T00:00:00Z,New Jersey,Irvington,862 18th Avenue,1,3,0,0,0
2254579,2022-03-15T00:00:00Z,Alabama,Ozark,1001 US Hwy 231,0,5,0,0,2
2253714,2022-03-14T00:00:00Z,Pennsylvania,Reading,1300 Meade Street,1,3,0,0,3
2252873,2022-03-13T00:00:00Z,Illinois,Chicago,7902 S Exchange Avenue,0,7,0,0,0
2252792,2022-03-13T00:00:00Z,South Carolina,Columbia,810 Pulaski Street,1,4,0,0,3
2252719,2022-03-12T00:00:00Z,Maryland,Baltimore,Gwynn Oak Avenue and Liberty Heights Avenue,3,1,0,0,0
2253654,2022-03-12T00:00:00Z,Alabama,Autaugaville,200 N Pickett Street,1,3,0,0,2
